Index,Reactant 1,Reactant 2,Product,Product MW,Procedure,Yield (%),Steps,Reagent(s),Ligand(s),Catalyst(s),Solvent(s),Time (h),Temperature (°C),All Reagents,All Catalysts,Reference Type,Reference
7,(4-bromophenyl)(phenyl)methanone,phenol,p-phenoxybenzophenone,274.319,None,80,1,potassium phosphate,"(1E,2E)-1,2-bis(2-phenylhydrazono)ethane",copper(I) iodide,acetonitrile,12,60,"potassium phosphate | copper(I) iodide | (1E,2E)-1,2-bis(2-phenylhydrazono)ethane",None,Article,"Liu, Yu-Hua Li, Gang Yang, Lian-Ming, 2009, Tetrahedron Lett., 50, 3, 2009, 343 - 346, 10.1016/j.tetlet.2008.11.005"
31,bromobenzene,4-methoxy-phenol,1-methoxy-4-phenoxy-benzene,200.237,None,92,1,potassium phosphate,"(1E,2E)-1,2-bis(2-phenylhydrazono)ethane",copper(I) iodide,acetonitrile,12,60,"potassium phosphate | copper(I) iodide | (1E,2E)-1,2-bis(2-phenylhydrazono)ethane",None,Article,"Liu, Yu-Hua Li, Gang Yang, Lian-Ming, 2009, Tetrahedron Lett., 50, 3, 2009, 343 - 346, 10.1016/j.tetlet.2008.11.005"
3,4-amino-3-methylphenol,3-(methoxymethyl)bromobenzene,4-[3-(methoxymethyl)phenoxy]-2-methylaniline,243.305,"To a solution of 1-bromo-3-(methoxymethyl) benzene (2.6 g, 13 mmol) and 4-amino-3-methylphenol (1.6 g, 13 mmol) in CH3CN (50 mL) were added K2CO3(7.10 g, 51.5 mmol) , (1R, 2R) -N1, N2-dimethylcyclohexane-1, 2-diamine (369 mg, 2.59 mmol) , and CuI (247 mg, 1.30 mmol) and it was charged with N2and was stirred at 80  overnight. The reaction mixture was concentrated to dryness, extracted with EtOAc/H2O, the organic layer was collected and purified by flash column chromatography to give the title compound as a black solid (500 mg, 16yield) .",16,1,potassium carbonate,"(1R,2R)-N,N-dimethylcyclohexane-1,2-diamine",copper(I) iodide,acetonitrile,None,80,"copper(I) iodide | (1R,2R)-N,N-dimethylcyclohexane-1,2-diamine | potassium carbonate",None,Patent,"JANSSEN PHARMACEUTICA NV CAI, Min ARORA, Nidhi BACANI, Genesis M. BARBAY, Joseph Kent BEMBENEK, Scott D. CHEN, Wei DECKHUT, Charlotte Pooley EDWARDS, James P. GHOSH, Brahmananda HAO, Baoyu KREUTTER, Kevin D. LI, Gang TICHENOR, Mark S. VENABLE, Jennifer D. WEI, Jianmei WIENER, John J. M. WU, Yao ZHU, Yaoping ZHANG, Feihuang ZHANG, Zheng XIAO, Kun, 2018, 999, WO2018/103058"
11,2-methylphenyl bromide,"3,5-Dimethylphenol","1,3-dimethyl-5-(2-methylphenoxy)benzene",212.291,None,55,1,potassium phosphate,"(1S,2S,N1E,N2E)-N,N'-bis(pyridin-2-ylmethylene)cyclohexane-1,2-diamine",copper(I) iodide,acetonitrile,85,80,potassium phosphate,"copper(I) iodide | (1S,2S,N1E,N2E)-N,N'-bis(pyridin-2-ylmethylene)cyclohexane-1,2-diamine",Article,"Ouali, Armelle Spindler, Jean-Francis Cristau, Henri-Jean Taillefer, Marc, 2006, Adv. Synth. Catal., 348, 4-5, 2006, 499 - 505, 10.1002/adsc.200505385"
10,bromobenzene,"2,4-dichlorophenol","2,4-dichlorophenyl phenyl ether",239.101,None,62,1,potassium phosphate,"(1S,2S,N1E,N2E)-N,N'-bis(pyridin-2-ylmethylene)cyclohexane-1,2-diamine",copper(I) iodide,acetonitrile,24,80,potassium phosphate,"copper(I) iodide | (1S,2S,N1E,N2E)-N,N'-bis(pyridin-2-ylmethylene)cyclohexane-1,2-diamine",Article,"Ouali, Armelle Spindler, Jean-Francis Cristau, Henri-Jean Taillefer, Marc, 2006, Adv. Synth. Catal., 348, 4-5, 2006, 499 - 505, 10.1002/adsc.200505385"
24,1-bromo-4-methoxy-benzene,"3,5-Dimethylphenol","1-(4-methoxyphenoxy)-3,5-dimethylbenzene",228.291,None,68,1,potassium phosphate,"(1S,2S,N1E,N2E)-N,N'-bis(pyridin-2-ylmethylene)cyclohexane-1,2-diamine",copper(I) iodide,acetonitrile,24,80,potassium phosphate,"copper(I) iodide | (1S,2S,N1E,N2E)-N,N'-bis(pyridin-2-ylmethylene)cyclohexane-1,2-diamine",Article,"Ouali, Armelle Spindler, Jean-Francis Cristau, Henri-Jean Taillefer, Marc, 2006, Adv. Synth. Catal., 348, 4-5, 2006, 499 - 505, 10.1002/adsc.200505385"
14,bromobenzene,para-tert-butylphenol,1-tert-butyl-4-phenoxybenzene,226.318,None,70,1,potassium phosphate,"(1S,2S,N1E,N2E)-N,N'-bis(pyridin-2-ylmethylene)cyclohexane-1,2-diamine",copper(I) iodide,acetonitrile,24,80,potassium phosphate,"copper(I) iodide | (1S,2S,N1E,N2E)-N,N'-bis(pyridin-2-ylmethylene)cyclohexane-1,2-diamine",Article,"Ouali, Armelle Spindler, Jean-Francis Cristau, Henri-Jean Taillefer, Marc, 2006, Adv. Synth. Catal., 348, 4-5, 2006, 499 - 505, 10.1002/adsc.200505385"
17,para-nitrophenyl bromide,"3,5-Dimethylphenol","1,3-dimethyl-5-(4-nitrophenoxy)benzene",243.262,None,73,1,potassium phosphate,"(1S,2S,N1E,N2E)-N,N'-bis(pyridin-2-ylmethylene)cyclohexane-1,2-diamine",copper(I) iodide,acetonitrile,24,80,potassium phosphate,"copper(I) iodide | (1S,2S,N1E,N2E)-N,N'-bis(pyridin-2-ylmethylene)cyclohexane-1,2-diamine",Article,"Ouali, Armelle Spindler, Jean-Francis Cristau, Henri-Jean Taillefer, Marc, 2006, Adv. Synth. Catal., 348, 4-5, 2006, 499 - 505, 10.1002/adsc.200505385"
13,4-bromobenzenecarbonitrile,"3,5-Dimethylphenol","3',5'-dimethyl-4-cyano-diphenyl ether",223.274,None,82,1,potassium phosphate,"(1S,2S,N1E,N2E)-N,N'-bis(pyridin-2-ylmethylene)cyclohexane-1,2-diamine",copper(I) iodide,acetonitrile,24,80,potassium phosphate,"copper(I) iodide | (1S,2S,N1E,N2E)-N,N'-bis(pyridin-2-ylmethylene)cyclohexane-1,2-diamine",Article,"Ouali, Armelle Spindler, Jean-Francis Cristau, Henri-Jean Taillefer, Marc, 2006, Adv. Synth. Catal., 348, 4-5, 2006, 499 - 505, 10.1002/adsc.200505385"
44,p-trifluoromethylphenyl bromide,"3,5-Dimethylphenol","1,3-dimethyl-5-(4-(trifluoromethyl)phenoxy)benzene",266.263,None,83,1,potassium phosphate,"(1S,2S,N1E,N2E)-N,N'-bis(pyridin-2-ylmethylene)cyclohexane-1,2-diamine",copper(I) iodide,acetonitrile,24,80,potassium phosphate,"copper(I) iodide | (1S,2S,N1E,N2E)-N,N'-bis(pyridin-2-ylmethylene)cyclohexane-1,2-diamine",Article,"Ouali, Armelle Spindler, Jean-Francis Cristau, Henri-Jean Taillefer, Marc, 2006, Adv. Synth. Catal., 348, 4-5, 2006, 499 - 505, 10.1002/adsc.200505385"
31,bromobenzene,4-methoxy-phenol,1-methoxy-4-phenoxy-benzene,200.237,None,88,1,potassium phosphate,"(1S,2S,N1E,N2E)-N,N'-bis(pyridin-2-ylmethylene)cyclohexane-1,2-diamine",copper(I) iodide,acetonitrile,24,80,potassium phosphate,"copper(I) iodide | (1S,2S,N1E,N2E)-N,N'-bis(pyridin-2-ylmethylene)cyclohexane-1,2-diamine",Article,"Ouali, Armelle Spindler, Jean-Francis Cristau, Henri-Jean Taillefer, Marc, 2006, Adv. Synth. Catal., 348, 4-5, 2006, 499 - 505, 10.1002/adsc.200505385"
13,2-bromo-pyridine,"3,5-Dimethylphenol","2-(3,5-dimethyl-phenoxy)-pyridine",199.252,None,97,1,potassium phosphate,"(1S,2S,N1E,N2E)-N,N'-bis(pyridin-2-ylmethylene)cyclohexane-1,2-diamine",copper(I) iodide,acetonitrile,24,80,potassium phosphate,"copper(I) iodide | (1S,2S,N1E,N2E)-N,N'-bis(pyridin-2-ylmethylene)cyclohexane-1,2-diamine",Article,"Ouali, Armelle Spindler, Jean-Francis Cristau, Henri-Jean Taillefer, Marc, 2006, Adv. Synth. Catal., 348, 4-5, 2006, 499 - 505, 10.1002/adsc.200505385"
35,1-Chloro-4-iodobenzene,4-Amino-3-chlorophenol hydrochloride,2-chloro-4-(4-chlorophenoxy)aniline,254.116,None,40,1,potassium carbonate,"(1S,2S)-N,N'-dimethyl-1,2-diaminocyclohexane",copper(I) iodide,propyl cyanide,48,70,"copper(I) iodide | potassium carbonate | (1S,2S)-N,N'-dimethyl-1,2-diaminocyclohexane",None,Article,"Maiti, Debabrata Buchwald, Stephen L., 2009, J. Am. Chem. Soc., 131, 47, 2009, 17423 - 17429, 10.1021/ja9081815"
36,para-bromotoluene,4-amino-phenol,4-(4-methylphenoxy)aniline,199.252,None,40,1,potassium carbonate,"(1S,2S)-N,N'-dimethyl-1,2-diaminocyclohexane",copper(I) iodide,propyl cyanide,24,80,"copper(I) iodide | potassium carbonate | (1S,2S)-N,N'-dimethyl-1,2-diaminocyclohexane",None,Article,"Maiti, Debabrata Buchwald, Stephen L., 2009, J. Am. Chem. Soc., 131, 47, 2009, 17423 - 17429, 10.1021/ja9081815"
37,"5-bromo-1,3-xylene",4-amino-phenol,"4-(3,5-dimethylphenoxy)aniline",213.279,None,42,1,potassium carbonate,"(1S,2S)-N,N'-dimethyl-1,2-diaminocyclohexane",copper(I) iodide,propyl cyanide,24,80,"copper(I) iodide | potassium carbonate | (1S,2S)-N,N'-dimethyl-1,2-diaminocyclohexane",None,Article,"Maiti, Debabrata Buchwald, Stephen L., 2009, J. Am. Chem. Soc., 131, 47, 2009, 17423 - 17429, 10.1021/ja9081815"
38,3-iodobenzoic acid methyl ester,4-Amino-3-chlorophenol hydrochloride,ethyl 3-(4-amino-3-chlorophenoxy)benzoate,291.734,None,43,1,potassium carbonate,"(1S,2S)-N,N'-dimethyl-1,2-diaminocyclohexane",copper(I) iodide,propyl cyanide,48,70,"copper(I) iodide | potassium carbonate | (1S,2S)-N,N'-dimethyl-1,2-diaminocyclohexane",None,Article,"Maiti, Debabrata Buchwald, Stephen L., 2009, J. Am. Chem. Soc., 131, 47, 2009, 17423 - 17429, 10.1021/ja9081815"
5,ortho-methylphenyl iodide,4-amino-phenol,4-(2-methylphenoxy)aniline,199.252,None,47,1,potassium carbonate,"(1S,2S)-N,N'-dimethyl-1,2-diaminocyclohexane",copper(I) iodide,propyl cyanide,24,70,"copper(I) iodide | potassium carbonate | (1S,2S)-N,N'-dimethyl-1,2-diaminocyclohexane",None,Article,"Maiti, Debabrata Buchwald, Stephen L., 2009, J. Am. Chem. Soc., 131, 47, 2009, 17423 - 17429, 10.1021/ja9081815"
6,"3,5-dimethylphenyl iodide",4-amino-3-methylphenol,"2-methyl-4-(3,5-dimethylphenoxy)-aniline",227.306,None,53,1,potassium carbonate,"(1S,2S)-N,N'-dimethyl-1,2-diaminocyclohexane",copper(I) iodide,propyl cyanide,24,70,"copper(I) iodide | potassium carbonate | (1S,2S)-N,N'-dimethyl-1,2-diaminocyclohexane",None,Article,"Maiti, Debabrata Buchwald, Stephen L., 2009, J. Am. Chem. Soc., 131, 47, 2009, 17423 - 17429, 10.1021/ja9081815"
17,2-iodopyridine,4-amino-phenol,4-(pyridin-2-yloxy)-phenylamine,186.213,None,55,1,potassium carbonate,"(1S,2S)-N,N'-dimethyl-1,2-diaminocyclohexane",copper(I) iodide,propyl cyanide,24,70,"copper(I) iodide | potassium carbonate | (1S,2S)-N,N'-dimethyl-1,2-diaminocyclohexane",None,Article,"Maiti, Debabrata Buchwald, Stephen L., 2009, J. Am. Chem. Soc., 131, 47, 2009, 17423 - 17429, 10.1021/ja9081815"
20,4-tolyl iodide,4-amino-3-methylphenol,2-methyl-4-(4-methylphenoxy)-aniline,213.279,None,55,1,potassium carbonate,"(1S,2S)-N,N'-dimethyl-1,2-diaminocyclohexane",copper(I) iodide,propyl cyanide,24,70,"copper(I) iodide | potassium carbonate | (1S,2S)-N,N'-dimethyl-1,2-diaminocyclohexane",None,Article,"Maiti, Debabrata Buchwald, Stephen L., 2009, J. Am. Chem. Soc., 131, 47, 2009, 17423 - 17429, 10.1021/ja9081815"
21,4-tolyl iodide,4-Amino-3-chlorophenol hydrochloride,2-chloro-4-(4-methylphenoxy)-aniline,233.697,None,58,1,potassium carbonate,"(1S,2S)-N,N'-dimethyl-1,2-diaminocyclohexane",copper(I) iodide,propyl cyanide,24,80,"copper(I) iodide | potassium carbonate | (1S,2S)-N,N'-dimethyl-1,2-diaminocyclohexane",None,Article,"Maiti, Debabrata Buchwald, Stephen L., 2009, J. Am. Chem. Soc., 131, 47, 2009, 17423 - 17429, 10.1021/ja9081815"
12,4-Iodobenzotrifluoride,methyl 2-amino-5-hydroxybenzoate,methyl-2-amino-5-(4-trifluoromethylphenoxy)benzoate,311.26,None,67,1,potassium carbonate,"(1S,2S)-N,N'-dimethyl-1,2-diaminocyclohexane",copper(I) iodide,propyl cyanide,24,70,"copper(I) iodide | potassium carbonate | (1S,2S)-N,N'-dimethyl-1,2-diaminocyclohexane",None,Article,"Maiti, Debabrata Buchwald, Stephen L., 2009, J. Am. Chem. Soc., 131, 47, 2009, 17423 - 17429, 10.1021/ja9081815"
19,iodobenzene,4-amino-phenol,4-phenoxyanilin,185.225,None,67,1,potassium carbonate,"(1S,2S)-N,N'-dimethyl-1,2-diaminocyclohexane",copper(I) iodide,propyl cyanide,24,70,"copper(I) iodide | potassium carbonate | (1S,2S)-N,N'-dimethyl-1,2-diaminocyclohexane",None,Article,"Maiti, Debabrata Buchwald, Stephen L., 2009, J. Am. Chem. Soc., 131, 47, 2009, 17423 - 17429, 10.1021/ja9081815"
22,4-tolyl iodide,4-amino-phenol,4-(4-methylphenoxy)aniline,199.252,None,67,1,potassium carbonate,"(1S,2S)-N,N'-dimethyl-1,2-diaminocyclohexane",copper(I) iodide,propyl cyanide,24,70,"copper(I) iodide | potassium carbonate | (1S,2S)-N,N'-dimethyl-1,2-diaminocyclohexane",None,Article,"Maiti, Debabrata Buchwald, Stephen L., 2009, J. Am. Chem. Soc., 131, 47, 2009, 17423 - 17429, 10.1021/ja9081815"
28,4-Iodoacetophenone,4-Amino-3-chlorophenol hydrochloride,1-[4-(4-amino-3-chlorophenoxy)phenyl]ethanone,261.708,None,75,1,potassium carbonate,"(1S,2S)-N,N'-dimethyl-1,2-diaminocyclohexane",copper(I) iodide,propyl cyanide,24,70,"copper(I) iodide | potassium carbonate | (1S,2S)-N,N'-dimethyl-1,2-diaminocyclohexane",None,Article,"Maiti, Debabrata Buchwald, Stephen L., 2009, J. Am. Chem. Soc., 131, 47, 2009, 17423 - 17429, 10.1021/ja9081815"
48,2-amino-3-bromo-5-chloropyridine,phenol,5-Chloro-3-phenoxy-2-pyridinamine,220.658,"Step B: 5-chloro-3-phenoxypyridin-2-amine  3-Bromo-5-chloropyridin-2-amine (50.0 g, 241 mmol), phenol (45.4 g, 482 mmol), copper(I)oxide (1.72 g, 12.1 mmol), (E)-2-hydroxybenzaldehyde oxime (6.61 g, 48.2 mmol), Cs2CO3 (157 g, 482 mmol), and 3A powdered molecular (72.3 g) sieves were placed in DMF (300 mL) and heated at 110° C. for 3 days. Reaction was cooled, then filtered through celite. Reaction was then partitioned between water and ether. An emulsion was formed and was filtered through a plug of celite. Water was extracted with ether then dried, filtered, and concentrated. Crude material was purified on a first silica gel chromatography (5-10percent EtOAc in hexanes), and then on a second column to provide the title compound (8.00 g, 15.0percent yield). 1H NMR (CDCl3) δ 7.80 (d, 1H), 7.39 (t, 2H), 7.19 (t, 1H), 7.03 (d, 2H), 6.94 (d, 1H), 4.76 (bs, 2H) Mass spectrum (apci) m/z=221 (100). ",15,1,caesium carbonate,(E)-2-hydroxylbenzaldehyde oxime,copper(I) oxide,"N,N-dimethyl-formamide",72,110,(E)-2-hydroxylbenzaldehyde oxime | caesium carbonate,copper(I) oxide,Patent,"Array BioPharma Inc., 2009, US2009/156603"
28,iodobenzene,2-monochlorophenol,2-chlorodiphenyl ether,204.656,None,49,1,potassium carbonate,(E)-3-(dimethylamino)-1-(2-hydroxyphenyl)prop-2-en-1-one,copper,dimethyl sulfoxide,24,120,(E)-3-(dimethylamino)-1-(2-hydroxyphenyl)prop-2-en-1-one | copper | potassium carbonate,None,Article,"Wan, Jie-Ping Wang, Chunping Liu, Yunyun, 2012, Appl. Organomet. Chem., 26, 8, 2012, 445 - 447, 10.1002/aoc.2886"
16,bromochlorobenzene,phenol,4-chlorodiphenyl ether,204.656,None,53,1,potassium carbonate,(E)-3-(dimethylamino)-1-(2-hydroxyphenyl)prop-2-en-1-one,copper,dimethyl sulfoxide,24,130,(E)-3-(dimethylamino)-1-(2-hydroxyphenyl)prop-2-en-1-one | copper | potassium carbonate,None,Article,"Wan, Jie-Ping Wang, Chunping Liu, Yunyun, 2012, Appl. Organomet. Chem., 26, 8, 2012, 445 - 447, 10.1002/aoc.2886"
25,iodobenzene,2-methoxy-phenol,2-methoxyphenyl phenyl ether,200.237,None,55,1,potassium carbonate,(E)-3-(dimethylamino)-1-(2-hydroxyphenyl)prop-2-en-1-one,copper,dimethyl sulfoxide,24,120,(E)-3-(dimethylamino)-1-(2-hydroxyphenyl)prop-2-en-1-one | copper | potassium carbonate,None,Article,"Wan, Jie-Ping Wang, Chunping Liu, Yunyun, 2012, Appl. Organomet. Chem., 26, 8, 2012, 445 - 447, 10.1002/aoc.2886"
35,8-quinolinol,iodobenzene,8-phenoxyquinoline,221.258,None,60,1,potassium carbonate,(E)-3-(dimethylamino)-1-(2-hydroxyphenyl)prop-2-en-1-one,copper,dimethyl sulfoxide,24,120,(E)-3-(dimethylamino)-1-(2-hydroxyphenyl)prop-2-en-1-one | copper | potassium carbonate,None,Article,"Wan, Jie-Ping Wang, Chunping Liu, Yunyun, 2012, Appl. Organomet. Chem., 26, 8, 2012, 445 - 447, 10.1002/aoc.2886"
11,iodobenzene,4-bromo-phenol,4-Bromodiphenyl ether,249.107,None,63,1,potassium carbonate,(E)-3-(dimethylamino)-1-(2-hydroxyphenyl)prop-2-en-1-one,copper,dimethyl sulfoxide,24,120,(E)-3-(dimethylamino)-1-(2-hydroxyphenyl)prop-2-en-1-one | copper | potassium carbonate,None,Article,"Wan, Jie-Ping Wang, Chunping Liu, Yunyun, 2012, Appl. Organomet. Chem., 26, 8, 2012, 445 - 447, 10.1002/aoc.2886"
40,iodobenzene,3-methyl-phenol,3-phenoxytoluene,184.238,None,70,1,potassium carbonate,(E)-3-(dimethylamino)-1-(2-hydroxyphenyl)prop-2-en-1-one,copper,dimethyl sulfoxide,24,120,(E)-3-(dimethylamino)-1-(2-hydroxyphenyl)prop-2-en-1-one | copper | potassium carbonate,None,Article,"Wan, Jie-Ping Wang, Chunping Liu, Yunyun, 2012, Appl. Organomet. Chem., 26, 8, 2012, 445 - 447, 10.1002/aoc.2886"
5,"1,4-bromoiodobenzene",phenol,4-Bromodiphenyl ether,249.107,None,70,1,potassium carbonate,(E)-3-(dimethylamino)-1-(2-hydroxyphenyl)prop-2-en-1-one,copper,dimethyl sulfoxide,24,120,(E)-3-(dimethylamino)-1-(2-hydroxyphenyl)prop-2-en-1-one | copper | potassium carbonate,None,Article,"Wan, Jie-Ping Wang, Chunping Liu, Yunyun, 2012, Appl. Organomet. Chem., 26, 8, 2012, 445 - 447, 10.1002/aoc.2886"
7,methyl 4-iodobenzoate,β-naphthol,methyl 4-(naphthalen-2-yloxy)benzoate,278.307,None,72,1,potassium carbonate,(E)-3-(dimethylamino)-1-(2-hydroxyphenyl)prop-2-en-1-one,copper,dimethyl sulfoxide,24,120,(E)-3-(dimethylamino)-1-(2-hydroxyphenyl)prop-2-en-1-one | copper | potassium carbonate,None,Article,"Wan, Jie-Ping Wang, Chunping Liu, Yunyun, 2012, Appl. Organomet. Chem., 26, 8, 2012, 445 - 447, 10.1002/aoc.2886"
26,4-tolyl iodide,3-methyl-phenol,1-methyl-3-(4-methylphenoxy)-benzene,198.265,None,80,1,potassium carbonate,(E)-3-(dimethylamino)-1-(2-hydroxyphenyl)prop-2-en-1-one,copper,dimethyl sulfoxide,24,120,(E)-3-(dimethylamino)-1-(2-hydroxyphenyl)prop-2-en-1-one | copper | potassium carbonate,None,Article,"Wan, Jie-Ping Wang, Chunping Liu, Yunyun, 2012, Appl. Organomet. Chem., 26, 8, 2012, 445 - 447, 10.1002/aoc.2886"
21,3-HYDROXYPYRIDINE,4-tolyl iodide,3-(p-tolyloxy)pyridine,185.225,None,85,1,potassium carbonate,(E)-3-(dimethylamino)-1-(2-hydroxyphenyl)prop-2-en-1-one,copper,dimethyl sulfoxide,24,120,(E)-3-(dimethylamino)-1-(2-hydroxyphenyl)prop-2-en-1-one | copper | potassium carbonate,None,Article,"Wan, Jie-Ping Wang, Chunping Liu, Yunyun, 2012, Appl. Organomet. Chem., 26, 8, 2012, 445 - 447, 10.1002/aoc.2886"
50,p-nitrobenzene iodide,3-methyl-phenol,3-methyl-4'-nitrodiphenyl ether,229.235,None,93,1,potassium carbonate,(E)-3-(dimethylamino)-1-(2-hydroxyphenyl)prop-2-en-1-one,copper,dimethyl sulfoxide,24,120,(E)-3-(dimethylamino)-1-(2-hydroxyphenyl)prop-2-en-1-one | copper | potassium carbonate,None,Article,"Wan, Jie-Ping Wang, Chunping Liu, Yunyun, 2012, Appl. Organomet. Chem., 26, 8, 2012, 445 - 447, 10.1002/aoc.2886"
